"","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","lag10","lag11","lag12","lag13","lag14","lag15","lag16","lag17","lag18","lag19","lag20","lag21","lag22","lag23","lag24","lag25","lag26","lag27","lag28","lag29","lag30","lag31","lag32","lag33","lag34","lag35","lag36","lag37","lag38","lag39","lag40"
"60.7",0.753882069361591,0.751863443837027,0.750191736051984,0.749205717343015,0.749243494765958,0.750548420866777,0.753127685779214,0.756957850150808,0.762021091680903,0.768304756163125,0.775800954698712,0.784506199952593,0.794421075088115,0.805549929659831,0.817900597284691,0.831484130366282,0.846314547527634,0.862408589727353,0.879785481301704,0.898466692400762,0.918475699478124,0.939837740658315,0.962579562950838,0.986729158411256,1.01231548647391,1.03936817980381,1.06791723114257,1.09799265876093,1.12962414828369,1.16284066882752,1.1976700615938,1.23413859929238,1.27227051504372,1.31208749972096,1.35360816705573,1.39684748624511,1.44181618226804,1.48852010464918,1.53695956600084,1.58712865233002,1.63901450781864
"60.8",0.756423525240971,0.753951576360349,0.751838639270886,0.750432014229562,0.750077581308338,0.751023367847653,0.753274875602423,0.756806362246582,0.761598041332972,0.76763559918276,0.774909762561821,0.783415909337401,0.793153715163512,0.804126829962846,0.816342578577093,0.829811680464147,0.844547983744939,0.860568209257606,0.877891700573908,0.896540176182373,0.916537480253623,0.937909328583962,0.960683046471245,0.984887295419257,1.01055178570024,1.03770697193609,1.06638372899375,1.09661300563501,1.12842545352256,1.16185102936715,1.19691856821299,1.23365532610434,1.27208649066256,1.31223465843479,1.3541192782584,1.39775606032445,1.4431563511231,1.49032647501781,1.53926704382656,1.58997223648897,1.64242905166852
"60.9",0.759088144095092,0.756147511705489,0.753578886594025,0.751738284453359,0.750979485385811,0.751555209141494,0.753469121588986,0.756693027451539,0.761205046811886,0.766989095123705,0.774034419051895,0.782335179590195,0.791890074861505,0.802701995810132,0.814777708669578,0.828127558654332,0.842765189796479,0.858707276242634,0.875973260656452,0.894585095648133,0.914566984385045,0.935945116735843,0.958747397472782,0.983003163210984,1.00874288490674,1.03599785287653,1.06479984144122,1.09518075045274,1.12717222112982,1.16080522382232,1.19610961554592,1.23311366538803,1.27184354618714,1.31232279123847,1.35457171518356,1.39860679870714,1.4444400371948,1.49207825410515,1.54152238048246,1.59276670278317,1.64579808201288
"61",0.761878293273781,0.758453153556918,0.755413977766188,0.753125685291854,0.751950081832868,0.752144591962572,0.753710889233439,0.756618167377893,0.760842316900973,0.76636536527598,0.773174978473787,0.781264014456845,0.790630120339207,0.801275365811976,0.813205906186178,0.826431669034629,0.840966058940204,0.856825675296631,0.874030038473712,0.892601319964594,0.912564072389315,0.93394495544662,0.956772454094167,0.981076585404253,1.00688859069632,1.03424060969642,1.06316533362507,1.09369563427593,1.12586416632591,1.15970294031926,1.19524286400224,1.23251324995681,1.27154128779936,1.31235147958045,1.35496503744939,1.39939924314091,1.44566676940387,1.49377496412976,1.54372509865501,1.59551158250786,1.64912114774957
"61.1",0.764796418303463,0.760870465063635,0.757345456522335,0.754595405619791,0.752990267482028,0.752792178312867,0.754000653518898,0.756582109338428,0.760510063486702,0.765764532369018,0.772331495635709,0.780202417812765,0.789373817938635,0.799846879140799,0.811627090925274,0.82472391765371,0.839150487267964,0.854923294809486,0.872061915686697,0.890588723981788,0.910528611371519,0.931908702475822,0.954758062653494,0.979107394445523,1.0049887190324,1.03243503923074,1.06147998071498,1.09215740831927,1.12450101446225,1.15854387694906,1.19431798365061,1.23185372184577,1.27117933034633,1.31232031291482,1.3552988119373,1.40013294183575,1.4468360823014,1.49541613210858,1.54587472503036,1.5982064102273,1.65239780041839
"61.2",0.767845045803842,0.763401470971054,0.759374912102356,0.756148666955141,0.75410096186579,0.753498645439267,0.754338899203523,0.756585186516567,0.760208501651912,0.765186720616523,0.771504025865976,0.779150393665772,0.788121134185516,0.798416475532571,0.810041183868065,0.823004212529562,0.837318373735736,0.853000026989967,0.870068778749862,0.888547188304029,0.90846047510986,0.929836223108926,0.952704077761256,0.977095431736481,1.00304309537848,1.03058094822992,1.05974356807322,1.09056583412298,1.12308250120192,1.1573277419544,1.19333465440923,1.23113473250344,1.27075729753047,1.31222888888695,1.35557261297033,1.40080744963207,1.44794751622423,1.49700128999725,1.54797079041773,1.60085072388024,1.65562759428798
"61.3",0.771026786514947,0.766048259828203,0.761503980815308,0.75778672453627,0.755283107937501,0.754264686301699,0.754726121112932,0.756627738139419,0.759937849770342,0.764632055761789,0.770692625029858,0.778107946158945,0.786872035788093,0.796984095288256,0.808448107187076,0.821272463667886,0.835469620193716,0.85105576790858,0.868050518967376,0.886476599359948,0.906359544139584,0.927727390255171,0.950610362431877,0.975040547758975,1.00105155483598,1.02867815350976,1.05795589141557,1.08892068372358,1.12160837269865,1.15605425391479,1.19229256623496,1.23035594298237,1.27027482209883,1.31207681351866,1.3557860224911,1.40142232816873,1.44900061745024,1.49852997483046,1.55001282987305,1.60344406488539,1.65881008644274
"61.4",0.774344333444488,0.768812981848568,0.763734343783215,0.759510865087681,0.756537669964523,0.75509100766712,0.755162822483334,0.75671010810011,0.759698328424994,0.764100664299521,0.769897349055765,0.777075079397658,0.785626489758626,0.795549679681705,0.806847784931451,0.819528584015487,0.833604132598547,0.849090418959677,0.86600703419657,0.884376851339208,0.904225707915412,0.925582086828569,0.948476790676552,0.972942604873226,0.999013945141598,1.02672648514186,1.05611676018886,1.08722174321236,1.12007838933019,1.15472314564877,1.19119142318842,1.22951702816093,1.26973155021567,1.31186370572587,1.35593863471941,1.40197715067582,1.44999494312262,1.50000173377483,1.55200038787895,1.6059859834489,1.6619448422199
"61.5",0.777798498511616,0.771696110371303,0.76606620634422,0.761321094209929,0.757864516352379,0.755977394549922,0.755648748370322,0.756832036053804,0.759489699117657,0.763592350792414,0.769118061796078,0.776051728626363,0.784384511415705,0.794113329949255,0.805240407741697,0.817772855146444,0.831722283365355,0.847104441968372,0.863938873145594,0.882248576421244,0.902059677978647,0.923401099094678,0.946304218476252,0.970802523544175,0.996931245933854,1.02472697669019,1.05422725683708,1.08547013921163,1.11849371768073,1.15333562011365,1.19003246178066,1.2286192561937,1.26912878081332,1.31159089552547,1.35603181235307,1.40247331552009,1.45093193173875,1.50141805145092,1.55393500272917,1.60847808063566,1.66503353604999
"61.6",0.781385167345294,0.774693753867651,0.768495954299424,0.763214119222577,0.759260707623659,0.756921280205949,0.756181716676943,0.75699173089716,0.759310563723931,0.763106108678407,0.768354144193435,0.77503765619591,0.783146236858624,0.792675547090455,0.803626831776373,0.816006477977128,0.829825607292222,0.845099694412034,0.861848204564222,0.880094243119971,0.899864211088683,0.921187460613762,0.944095944904095,0.968623857310854,0.994807254501342,1.02268365890421,1.05229163581603,1.08367034078043,1.11685903308967,1.15189655152695,1.18882074877744,1.22766788129907,1.26847195187213,1.31126400255078,1.35607135633145,1.40291680654222,1.45181775375419,1.50278529092813,1.5558232385446,1.61092713262832,1.66808316986952
"61.7",0.785099412719957,0.77780130811716,0.771019356735871,0.765186121032244,0.760722861351528,0.757919731103791,0.756759248030739,0.757187167863036,0.759159348853133,0.762640809936353,0.767604905513413,0.774032599047099,0.781911819987565,0.791236890472264,0.802008009851607,0.81423078642332,0.827915806861527,0.843078234738192,0.859737430286566,0.877916584175697,0.897642358575595,0.918944529214882,0.941855622485125,0.96641054194538,0.992646178842046,1.02060100149765,1.05031461865122,1.08182731206636,1.11517953397338,1.15041136519299,1.18756193011287,1.22666876506856,1.26776713712887,1.31088931081589,1.35606376091264,1.40331433023921,1.45265933212059,1.5041105982365,1.55767247364196,1.61334076198355,1.67110162531193
"61.8",0.788936246139501,0.781014123447262,0.773632151103322,0.767233260420697,0.762247584065075,0.758969809394335,0.757378863378167,0.75741632533087,0.759034485549041,0.762195330981593,0.76686965841087,0.773036295631916,0.780681413704879,0.789797915505701,0.800384887584786,0.81244710382237,0.825994570592783,0.841042104159754,0.857608931856773,0.875718309290761,0.895397146369895,0.916675635420415,0.939586875042947,0.964166483684575,0.990452197185674,1.01848344481603,1.04830089855829,1.07994599064281,1.11346039460068,1.14888546539557,1.18626163453372,1.22562775644879,1.2670204029289,1.31047310290898,1.35601552560797,1.40367260575704,1.45346361055641,1.50540114902153,1.55949012554575,1.61572664081938,1.67409684470978
"61.9",0.792890608461976,0.784327497398903,0.776330037613136,0.769351673873577,0.763831468223141,0.760068570777738,0.758038082536422,0.757677183893077,0.75893440873201,0.761768552370743,0.766147718805549,0.772048485885507,0.779455169923195,0.788359173641572,0.798758403339017,0.810656742795456,0.824063572798397,0.83899332628557,0.855465070020454,0.873502104472059,0.893131574190026,0.91438408147569,0.937293296571695,0.961895557947287,0.98822945656197,1.01633539826417,1.04625513874031,1.078031285689,1.11170676317087,1.14732423339129,1.1849254715273,1.22455068962534,1.26623780608893,1.3100216578589,1.35593315307858,1.40399836284495,1.45423755158769,1.5066641467014,1.56128364929275,1.6180924892986,1.67707682978911
"62",0.796957360856592,0.787736667683649,0.779108673883589,0.771537469609644,0.765471089344832,0.761213062487578,0.75873442282833,0.757967725476374,0.758857556673912,0.761359358523159,0.765438405763859,0.771068911199023,0.778233239573826,0.786921212370078,0.797129488178635,0.808861005131119,0.822124473373433,0.836933906799738,0.85330818428114,0.87127063145594,0.890848614830301,0.912073140497495,0.934978450245363,0.959601608207314,0.985982071542503,1.01416123892445,1.04418197089238,1.07608807639305,1.10992376012957,1.14573302565458,1.18355902951432,1.22344338218385,1.26542539204897,1.30954124930195,1.35582314734306,1.40429834013134,1.45498813492119,1.50790682096745,1.56306053609119,1.62044607447897,1.6800496407439
